scenario,run,seed,method,clusters,non_compliant_total,clusters_with_non_compliant,max_non_compliant_concentration,mean_non_compliant_concentration,average_non_compliant_per_cluster,cluster_size_std,cluster_size_range,clustering_time_sec
S3_70_20_10,1,30000,Baseline,10,10,8,0.2,0.10250000000000001,1.0,1.247219128924647,5,0.0003889170184265822
S3_70_20_10,1,30000,Security-Aware,10,10,10,0.1111111111111111,0.10075757575757575,1.0,0.9428090415820634,3,0.0005579580029007047
S3_70_20_10,2,30001,Baseline,10,10,6,0.2727272727272727,0.09545454545454546,1.0,0.6666666666666666,2,0.0003835420066025108
S3_70_20_10,2,30001,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.000804665993200615
S3_70_20_10,3,30002,Baseline,10,10,7,0.25,0.10136363636363636,1.0,0.9428090415820634,3,0.0003752089978661388
S3_70_20_10,3,30002,Security-Aware,10,10,10,0.1111111111111111,0.10055555555555556,1.0,0.816496580927726,3,0.0005614580004476011
S3_70_20_10,4,30003,Baseline,10,10,7,0.3333333333333333,0.10464646464646464,1.0,0.6666666666666666,2,0.00036445798468776047
S3_70_20_10,4,30003,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0007882920035626739
S3_70_20_10,5,30004,Baseline,10,10,9,0.2,0.10040404040404041,1.0,0.6666666666666666,2,0.0003712920006364584
S3_70_20_10,5,30004,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.0005394580075517297
S3_70_20_10,6,30005,Baseline,10,10,5,0.2222222222222222,0.10222222222222223,1.0,0.816496580927726,3,0.00038404198130592704
S3_70_20_10,6,30005,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008107499743346125
S3_70_20_10,7,30006,Baseline,10,10,7,0.2222222222222222,0.10242424242424243,1.0,0.6666666666666666,2,0.0003826669999398291
S3_70_20_10,7,30006,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005824169784318656
S3_70_20_10,8,30007,Baseline,10,10,6,0.4,0.09818181818181819,1.0,0.6666666666666666,2,0.0003730829921551049
S3_70_20_10,8,30007,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0007812079857103527
S3_70_20_10,9,30008,Baseline,10,10,7,0.4,0.0992929292929293,1.0,0.6666666666666666,2,0.0003801669809035957
S3_70_20_10,9,30008,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005495410005096346
S3_70_20_10,10,30009,Baseline,10,10,7,0.2727272727272727,0.09858585858585858,1.0,0.6666666666666666,2,0.00037445800262503326
S3_70_20_10,10,30009,Security-Aware,10,10,10,0.1111111111111111,0.1008080808080808,1.0,0.9428090415820634,2,0.000797750020865351
S3_70_20_10,11,30010,Baseline,10,10,6,0.2727272727272727,0.09636363636363636,1.0,0.6666666666666666,2,0.0003718750085681677
S3_70_20_10,11,30010,Security-Aware,10,10,10,0.14285714285714285,0.10191197691197691,1.0,1.3333333333333333,5,0.0005471250042319298
S3_70_20_10,12,30011,Baseline,10,10,6,0.3,0.1,1.0,0.4714045207910317,2,0.0003783749998547137
S3_70_20_10,12,30011,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.000800667010480538
S3_70_20_10,13,30012,Baseline,10,10,5,0.25,0.09722222222222222,1.0,0.9428090415820634,3,0.00038091701571829617
S3_70_20_10,13,30012,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005583749734796584
S3_70_20_10,14,30013,Baseline,10,10,7,0.3333333333333333,0.10207070707070706,1.0,1.0540925533894598,3,0.0003699999942909926
S3_70_20_10,14,30013,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.0008118329860735685
S3_70_20_10,15,30014,Baseline,10,10,7,0.2,0.0992929292929293,1.0,0.6666666666666666,2,0.00038487499114125967
S3_70_20_10,15,30014,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0005547080072574317
S3_70_20_10,16,30015,Baseline,10,10,7,0.2222222222222222,0.10333333333333333,1.0,0.816496580927726,3,0.00037562500801868737
S3_70_20_10,16,30015,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0007948749989736825
S3_70_20_10,17,30016,Baseline,10,10,8,0.2727272727272727,0.0996969696969697,1.0,0.816496580927726,2,0.00037570801214314997
S3_70_20_10,17,30016,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0005569590139202774
S3_70_20_10,18,30017,Baseline,10,10,7,0.3333333333333333,0.10277777777777777,1.0,0.9428090415820634,3,0.00038449998828582466
S3_70_20_10,18,30017,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.000811875012004748
S3_70_20_10,19,30018,Baseline,10,10,8,0.2,0.09858585858585858,1.0,0.816496580927726,2,0.0003825000021606684
S3_70_20_10,19,30018,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005583330057561398
S3_70_20_10,20,30019,Baseline,10,10,7,0.2727272727272727,0.1008080808080808,1.0,1.0540925533894598,3,0.0003857500269077718
S3_70_20_10,20,30019,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.008999250014312565
S3_70_20_10,21,30020,Baseline,10,10,8,0.3,0.10151515151515152,1.0,0.816496580927726,2,0.00037733299541287124
S3_70_20_10,21,30020,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005510420014616102
S3_70_20_10,22,30021,Baseline,10,10,7,0.2727272727272727,0.09878787878787879,1.0,0.816496580927726,2,0.00037862497265450656
S3_70_20_10,22,30021,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0008643750043120235
S3_70_20_10,23,30022,Baseline,10,10,6,0.3,0.09838383838383838,1.0,0.6666666666666666,2,0.0003925840137526393
S3_70_20_10,23,30022,Security-Aware,10,10,10,0.14285714285714285,0.10170995670995671,1.0,1.247219128924647,5,0.0005799579957965761
S3_70_20_10,24,30023,Baseline,10,10,7,0.3,0.09838383838383838,1.0,0.816496580927726,2,0.00037724999128840864
S3_70_20_10,24,30023,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008481660042889416
S3_70_20_10,25,30024,Baseline,10,10,9,0.2,0.0994949494949495,1.0,0.816496580927726,2,0.000384374987334013
S3_70_20_10,25,30024,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.0005605840124189854
S3_70_20_10,26,30025,Baseline,10,10,8,0.2222222222222222,0.10151515151515152,1.0,0.6666666666666666,2,0.0003783749998547137
S3_70_20_10,26,30025,Security-Aware,10,10,10,0.1,0.1,1.0,0.0,0,0.0008597499981988221
S3_70_20_10,27,30026,Baseline,10,10,7,0.3,0.10020202020202021,1.0,0.4714045207910317,2,0.0004009170224890113
S3_70_20_10,27,30026,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.0005615830013994128
S3_70_20_10,28,30027,Baseline,10,10,7,0.2222222222222222,0.0994949494949495,1.0,0.6666666666666666,2,0.0003802079882007092
S3_70_20_10,28,30027,Security-Aware,10,10,10,0.1111111111111111,0.1008080808080808,1.0,0.9428090415820634,2,0.0008620409935247153
S3_70_20_10,29,30028,Baseline,10,10,6,0.2,0.09818181818181819,1.0,0.816496580927726,3,0.000386958010494709
S3_70_20_10,29,30028,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005560419813264161
S3_70_20_10,30,30029,Baseline,10,10,8,0.2,0.09845959595959596,1.0,1.4142135623730951,4,0.0003944589989259839
S3_70_20_10,30,30029,Security-Aware,10,10,10,0.1111111111111111,0.10020202020202021,1.0,0.4714045207910317,2,0.0008370839932467788
S3_70_20_10,31,30030,Baseline,10,10,6,0.2222222222222222,0.09858585858585858,1.0,0.6666666666666666,2,0.0003800839767791331
S3_70_20_10,31,30030,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005410000158008188
S3_70_20_10,32,30031,Baseline,10,10,8,0.2,0.09909090909090909,1.0,1.0540925533894598,3,0.0003840829886030406
S3_70_20_10,32,30031,Security-Aware,10,10,10,0.1111111111111111,0.1008080808080808,1.0,0.9428090415820634,2,0.0008627499919384718
S3_70_20_10,33,30032,Baseline,10,10,8,0.2222222222222222,0.10262626262626262,1.0,0.816496580927726,2,0.00036862498382106423
S3_70_20_10,33,30032,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005503330030478537
S3_70_20_10,34,30033,Baseline,10,10,7,0.3333333333333333,0.09893939393939394,1.0,1.0540925533894598,3,0.00038124999264255166
S3_70_20_10,34,30033,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008489999745506793
S3_70_20_10,35,30034,Baseline,10,10,7,0.2,0.09838383838383839,1.0,0.6666666666666666,2,0.0003725829883478582
S3_70_20_10,35,30034,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005516670062206686
S3_70_20_10,36,30035,Baseline,10,10,7,0.3333333333333333,0.10353535353535354,1.0,0.6666666666666666,2,0.0003869999782182276
S3_70_20_10,36,30035,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.000856707978527993
S3_70_20_10,37,30036,Baseline,10,10,7,0.3,0.10242424242424242,1.0,0.9428090415820634,3,0.00039008300518617034
S3_70_20_10,37,30036,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.000572250020923093
S3_70_20_10,38,30037,Baseline,10,10,8,0.2222222222222222,0.10262626262626262,1.0,0.816496580927726,2,0.00038333298289217055
S3_70_20_10,38,30037,Security-Aware,10,10,10,0.14285714285714285,0.10253357753357753,1.0,1.632993161855452,6,0.0008426659915130585
S3_70_20_10,39,30038,Baseline,10,10,6,0.3333333333333333,0.10353535353535354,1.0,1.0540925533894598,3,0.000392707996070385
S3_70_20_10,39,30038,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005547080072574317
S3_70_20_10,40,30039,Baseline,10,10,9,0.2222222222222222,0.10131313131313131,1.0,0.4714045207910317,2,0.0003755000070668757
S3_70_20_10,40,30039,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008510829939041287
S3_70_20_10,41,30040,Baseline,10,10,5,0.2,0.09484848484848485,1.0,0.9428090415820634,3,0.00037720799446105957
S3_70_20_10,41,30040,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0005793750169686973
S3_70_20_10,42,30041,Baseline,10,10,7,0.2222222222222222,0.09878787878787879,1.0,0.816496580927726,2,0.0003843340091407299
S3_70_20_10,42,30041,Security-Aware,10,10,10,0.14285714285714285,0.10258408258408258,1.0,1.632993161855452,6,0.0008380420040339231
S3_70_20_10,43,30042,Baseline,10,10,9,0.18181818181818182,0.0994949494949495,1.0,0.6666666666666666,2,0.000395249982830137
S3_70_20_10,43,30042,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0005485420115292072
S3_70_20_10,44,30043,Baseline,10,10,7,0.2727272727272727,0.09795454545454546,1.0,0.9428090415820634,3,0.0003711660101544112
S3_70_20_10,44,30043,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.0008141669968608767
S3_70_20_10,45,30044,Baseline,10,10,6,0.2,0.09818181818181819,1.0,0.4714045207910317,2,0.0003868750063702464
S3_70_20_10,45,30044,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.000561792025109753
S3_70_20_10,46,30045,Baseline,10,10,7,0.2,0.0992929292929293,1.0,0.6666666666666666,2,0.0004032500146422535
S3_70_20_10,46,30045,Security-Aware,10,10,10,0.1111111111111111,0.10040404040404041,1.0,0.6666666666666666,2,0.000842333014588803
S3_70_20_10,47,30046,Baseline,10,10,6,0.4,0.0992929292929293,1.0,0.6666666666666666,2,0.0003914589760825038
S3_70_20_10,47,30046,Security-Aware,10,10,10,0.1111111111111111,0.10075757575757575,1.0,0.9428090415820634,3,0.00060450000455603
S3_70_20_10,48,30047,Baseline,10,10,7,0.36363636363636365,0.09906565656565657,1.0,0.9428090415820634,3,0.00038929202128201723
S3_70_20_10,48,30047,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008807500125840306
S3_70_20_10,49,30048,Baseline,10,10,7,0.3,0.1004040404040404,1.0,0.6666666666666666,2,0.0004012080025859177
S3_70_20_10,49,30048,Security-Aware,10,10,10,0.1111111111111111,0.10095959595959596,1.0,1.0540925533894598,3,0.0005477500089909881
S3_70_20_10,50,30049,Baseline,10,10,7,0.2,0.0994949494949495,1.0,0.816496580927726,2,0.00037999998312443495
S3_70_20_10,50,30049,Security-Aware,10,10,10,0.1111111111111111,0.1006060606060606,1.0,0.816496580927726,2,0.0008480000251438469
S4_60_20_20,1,40000,Baseline,10,20,9,0.4,0.20040404040404042,2.0,0.4714045207910317,2,0.00039900001138448715
S4_60_20_20,1,40000,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0005591670051217079
S4_60_20_20,2,40001,Baseline,10,20,10,0.4,0.2015151515151515,2.0,0.6666666666666666,2,0.0003953749837819487
S4_60_20_20,2,40001,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008628339855931699
S4_60_20_20,3,40002,Baseline,10,20,9,0.5,0.19416278166278167,2.0,1.3333333333333333,5,0.00036354101030156016
S4_60_20_20,3,40002,Security-Aware,10,20,10,0.25,0.195,2.0,1.3333333333333333,4,0.0005498749960679561
S4_60_20_20,4,40003,Baseline,10,20,9,0.36363636363636365,0.198989898989899,2.0,0.6666666666666666,2,0.00039320799987763166
S4_60_20_20,4,40003,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008839160145726055
S4_60_20_20,5,40004,Baseline,10,20,10,0.4444444444444444,0.2052020202020202,2.0,0.9428090415820634,3,0.0003905000048689544
S4_60_20_20,5,40004,Security-Aware,10,20,10,0.25,0.19830808080808082,2.0,1.1547005383792515,4,0.0005994160019326955
S4_60_20_20,6,40005,Baseline,10,20,8,0.3333333333333333,0.19818181818181818,2.0,0.9428090415820634,3,0.0003697499923873693
S4_60_20_20,6,40005,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008113330113701522
S4_60_20_20,7,40006,Baseline,10,20,9,0.3333333333333333,0.19984848484848486,2.0,0.9428090415820634,3,0.0003667499986477196
S4_60_20_20,7,40006,Security-Aware,10,20,10,0.25,0.19830808080808082,2.0,1.1547005383792515,4,0.0005512920033652335
S4_60_20_20,8,40007,Baseline,10,20,10,0.3333333333333333,0.19916666666666666,2.0,1.1547005383792515,3,0.0003899579751305282
S4_60_20_20,8,40007,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008325410017278045
S4_60_20_20,9,40008,Baseline,10,20,8,0.5555555555555556,0.20727272727272728,2.0,1.247219128924647,3,0.0003819580015260726
S4_60_20_20,9,40008,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0005627089994959533
S4_60_20_20,10,40009,Baseline,10,20,10,0.4,0.19787878787878788,2.0,0.816496580927726,2,0.0003925829951185733
S4_60_20_20,10,40009,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008583329909015447
S4_60_20_20,11,40010,Baseline,10,20,8,0.5,0.1996969696969697,2.0,0.6666666666666666,2,0.00038625000161118805
S4_60_20_20,11,40010,Security-Aware,10,20,10,0.25,0.19830808080808082,2.0,1.1547005383792515,4,0.0005626250058412552
S4_60_20_20,12,40011,Baseline,10,20,9,0.4444444444444444,0.20065656565656564,2.0,1.0540925533894598,3,0.0003838330158032477
S4_60_20_20,12,40011,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008088340109679848
S4_60_20_20,13,40012,Baseline,10,20,8,0.5,0.19767676767676767,2.0,0.6666666666666666,2,0.00036670800182037055
S4_60_20_20,13,40012,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0005558339762501419
S4_60_20_20,14,40013,Baseline,10,20,9,0.36363636363636365,0.19525252525252526,2.0,0.9428090415820634,3,0.0003968339879065752
S4_60_20_20,14,40013,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.009124917007284239
S4_60_20_20,15,40014,Baseline,10,20,8,0.45454545454545453,0.19757575757575757,2.0,0.9428090415820634,2,0.0003839579876512289
S4_60_20_20,15,40014,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.000558167026611045
S4_60_20_20,16,40015,Baseline,10,20,9,0.3,0.19782828282828283,2.0,0.9428090415820634,3,0.00038341598701663315
S4_60_20_20,16,40015,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008628749928902835
S4_60_20_20,17,40016,Baseline,10,20,9,0.4444444444444444,0.20353535353535354,2.0,0.4714045207910317,2,0.0003710830060299486
S4_60_20_20,17,40016,Security-Aware,10,20,10,0.2222222222222222,0.2012121212121212,2.0,0.816496580927726,2,0.0005658750014845282
S4_60_20_20,18,40017,Baseline,10,20,10,0.3333333333333333,0.20154623154623152,2.0,1.4907119849998598,4,0.00037908399826847017
S4_60_20_20,18,40017,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008852090104483068
S4_60_20_20,19,40018,Baseline,10,20,10,0.4,0.1985858585858586,2.0,0.6666666666666666,2,0.00038300000596791506
S4_60_20_20,19,40018,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0005647079960908741
S4_60_20_20,20,40019,Baseline,10,20,8,0.4,0.2015151515151515,2.0,0.6666666666666666,2,0.0003815829986706376
S4_60_20_20,20,40019,Security-Aware,10,20,10,0.23076923076923078,0.1977991452991453,2.0,1.247219128924647,5,0.0008615420083515346
S4_60_20_20,21,40020,Baseline,10,20,9,0.45454545454545453,0.19492424242424242,2.0,1.0540925533894598,3,0.00038662500446662307
S4_60_20_20,21,40020,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0005747079849243164
S4_60_20_20,22,40021,Baseline,10,20,8,0.4444444444444444,0.19893939393939394,2.0,0.9428090415820634,3,0.0004079999926034361
S4_60_20_20,22,40021,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008620830194558948
S4_60_20_20,23,40022,Baseline,10,20,10,0.36363636363636365,0.2012121212121212,2.0,0.816496580927726,2,0.0003887500206474215
S4_60_20_20,23,40022,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0005590000073425472
S4_60_20_20,24,40023,Baseline,10,20,10,0.4444444444444444,0.20282828282828283,2.0,0.6666666666666666,2,0.00037141700158827007
S4_60_20_20,24,40023,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008528750040568411
S4_60_20_20,25,40024,Baseline,10,20,9,0.4444444444444444,0.20186868686868686,2.0,0.9428090415820634,3,0.0003589999978430569
S4_60_20_20,25,40024,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0005344169912859797
S4_60_20_20,26,40025,Baseline,10,20,10,0.5,0.2001010101010101,2.0,0.816496580927726,2,0.00039087500772438943
S4_60_20_20,26,40025,Security-Aware,10,20,10,0.25,0.1987121212121212,2.0,1.247219128924647,4,0.0008634160039946437
S4_60_20_20,27,40026,Baseline,10,20,10,0.5,0.1996969696969697,2.0,0.6666666666666666,2,0.000391249981475994
S4_60_20_20,27,40026,Security-Aware,10,20,10,0.2222222222222222,0.2012121212121212,2.0,0.816496580927726,2,0.0005663330084644258
S4_60_20_20,28,40027,Baseline,10,20,9,0.3333333333333333,0.20212121212121212,2.0,0.816496580927726,2,0.0003825839958153665
S4_60_20_20,28,40027,Security-Aware,10,20,10,0.25,0.1957031857031857,2.0,1.632993161855452,5,0.0008795830071903765
S4_60_20_20,29,40028,Baseline,10,20,9,0.5,0.2013131313131313,2.0,0.4714045207910317,2,0.0003910000086762011
S4_60_20_20,29,40028,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0005681669863406569
S4_60_20_20,30,40029,Baseline,10,20,9,0.5,0.20047979797979798,2.0,1.0540925533894598,4,0.00037112500285729766
S4_60_20_20,30,40029,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008317909960169345
S4_60_20_20,31,40030,Baseline,10,20,9,0.4,0.1984848484848485,2.0,0.9428090415820634,2,0.0003709169977810234
S4_60_20_20,31,40030,Security-Aware,10,20,10,0.25,0.1954040404040404,2.0,1.4142135623730951,4,0.0005620419979095459
S4_60_20_20,32,40031,Baseline,10,20,9,0.4,0.19474747474747475,2.0,0.6666666666666666,2,0.00037379100103862584
S4_60_20_20,32,40031,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008496670052409172
S4_60_20_20,33,40032,Baseline,10,20,8,0.375,0.20537878787878788,2.0,0.9428090415820634,3,0.00039770902367308736
S4_60_20_20,33,40032,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0005652499967254698
S4_60_20_20,34,40033,Baseline,10,20,9,0.4444444444444444,0.20303030303030303,2.0,0.6666666666666666,2,0.0003766249865293503
S4_60_20_20,34,40033,Security-Aware,10,20,10,0.2,0.2,2.0,0.0,0,0.0009295000054407865
S4_60_20_20,35,40034,Baseline,10,20,9,0.36363636363636365,0.19371212121212122,2.0,1.1547005383792515,4,0.0003720420063473284
S4_60_20_20,35,40034,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0005494999932125211
S4_60_20_20,36,40035,Baseline,10,20,9,0.4,0.20671717171717172,2.0,1.247219128924647,4,0.0003818750265054405
S4_60_20_20,36,40035,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0008586670155636966
S4_60_20_20,37,40036,Baseline,10,20,9,0.36363636363636365,0.1971212121212121,2.0,1.0540925533894598,3,0.00038112499169074
S4_60_20_20,37,40036,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0005705420044250786
S4_60_20_20,38,40037,Baseline,10,20,7,0.45454545454545453,0.18838383838383838,2.0,0.816496580927726,2,0.0003712089965119958
S4_60_20_20,38,40037,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0008165000181179494
S4_60_20_20,39,40038,Baseline,10,20,9,0.4,0.19762626262626262,2.0,0.9428090415820634,3,0.0003771250194404274
S4_60_20_20,39,40038,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0005548339977394789
S4_60_20_20,40,40039,Baseline,10,20,9,0.45454545454545453,0.19989898989898988,2.0,0.9428090415820634,3,0.0003825000021606684
S4_60_20_20,40,40039,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0007996659842319787
S4_60_20_20,41,40040,Baseline,10,20,9,0.4,0.19676767676767676,2.0,0.816496580927726,2,0.0004263340088073164
S4_60_20_20,41,40040,Security-Aware,10,20,10,0.25,0.19830808080808082,2.0,1.1547005383792515,4,0.0005591250082943588
S4_60_20_20,42,40041,Baseline,10,20,8,0.4,0.2,2.0,0.816496580927726,3,0.00039658299647271633
S4_60_20_20,42,40041,Security-Aware,10,20,10,0.25,0.19892857142857143,2.0,1.632993161855452,6,0.000819791981484741
S4_60_20_20,43,40042,Baseline,10,20,9,0.45454545454545453,0.19772727272727272,2.0,0.816496580927726,3,0.0003675839980132878
S4_60_20_20,43,40042,Security-Aware,10,20,10,0.25,0.1975,2.0,0.9428090415820634,4,0.0005457080260384828
S4_60_20_20,44,40043,Baseline,10,20,10,0.4,0.1998989898989899,2.0,0.816496580927726,2,0.00037712499033659697
S4_60_20_20,44,40043,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0008253749983850867
S4_60_20_20,45,40044,Baseline,10,20,9,0.5,0.1996969696969697,2.0,0.6666666666666666,2,0.00037412502570077777
S4_60_20_20,45,40044,Security-Aware,10,20,10,0.2222222222222222,0.20080808080808082,2.0,0.6666666666666666,2,0.0005582500016316772
S4_60_20_20,46,40045,Baseline,10,20,8,0.36363636363636365,0.2001010101010101,2.0,0.6666666666666666,2,0.00039745899266563356
S4_60_20_20,46,40045,Security-Aware,10,20,10,0.2,0.2,2.0,0.0,0,0.0008188329811673611
S4_60_20_20,47,40046,Baseline,10,20,9,0.4,0.19626262626262628,2.0,0.816496580927726,2,0.0003700000233948231
S4_60_20_20,47,40046,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.000558458996238187
S4_60_20_20,48,40047,Baseline,10,20,9,0.4444444444444444,0.2015151515151515,2.0,0.9428090415820634,3,0.0003796250093728304
S4_60_20_20,48,40047,Security-Aware,10,20,10,0.25,0.19790404040404042,2.0,1.0540925533894598,4,0.0008211660024244338
S4_60_20_20,49,40048,Baseline,10,20,8,0.3333333333333333,0.20686868686868687,2.0,0.9428090415820634,3,0.0003705840208567679
S4_60_20_20,49,40048,Security-Aware,10,20,10,0.25,0.19914141414141415,2.0,1.7638342073763937,6,0.0005535829986911267
S4_60_20_20,50,40049,Baseline,10,20,10,0.4444444444444444,0.2053030303030303,2.0,1.0540925533894598,3,0.00038645800668746233
S4_60_20_20,50,40049,Security-Aware,10,20,10,0.2222222222222222,0.20040404040404042,2.0,0.4714045207910317,2,0.0008362910011783242
