network_size,run,seed,clusters,baseline_max_concentration,security_max_concentration,absolute_difference,relative_reduction_percent,baseline_cluster_size_std,security_cluster_size_std,baseline_time_sec,security_time_sec
500,2,120001,23,0.25,0.13636363636363635,0.11363636363636365,45.45454545454546,1.09616651457157,1.3888317950496063,0.0006937089783605188,0.002702416997635737
500,3,120002,23,0.19047619047619047,0.13636363636363635,0.05411255411255411,28.40909090909091,1.2869057782967013,1.629762707333015,0.0006968750094529241,0.002696625015232712
500,4,120003,23,0.2727272727272727,0.13636363636363635,0.13636363636363635,50.0,1.2510864843424485,1.1761799222424119,0.0006914999976288527,0.0026981249975506216
500,5,120004,23,0.22727272727272727,0.13043478260869565,0.09683794466403162,42.608695652173914,1.1368773542370676,1.7637097087556368,0.0007007500098552555,0.002696459006983787
500,6,120005,23,0.25,0.13636363636363635,0.11363636363636365,45.45454545454546,1.2869057782967013,1.5140971298358223,0.0007707499898970127,0.002777207992039621
500,7,120006,23,0.2,0.13636363636363635,0.06363636363636366,31.818181818181827,1.0538842141140996,1.5140971298358223,0.000714541005436331,0.0027402910054661334
500,8,120007,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.629762707333015,2.0274792074788075,0.0007077500049490482,0.002773457992589101
500,9,120008,23,0.25,0.13636363636363635,0.11363636363636365,45.45454545454546,1.2510864843424485,1.629762707333015,0.0007024999940767884,0.002752584026893601
500,10,120009,23,0.2,0.13636363636363635,0.06363636363636366,31.818181818181827,1.09616651457157,1.5140971298358223,0.0007017079915385693,0.0027739169890992343
500,11,120010,23,0.23809523809523808,0.13636363636363635,0.10173160173160173,42.727272727272734,1.3557081780499889,1.6574183458386509,0.0007044170051813126,0.0027517919952515513
500,12,120011,23,0.2608695652173913,0.13636363636363635,0.12450592885375494,47.72727272727273,1.09616651457157,1.3217547325894201,0.0007071669970173389,0.0028340840071905404
